datetime,consumption
2020-01-24 14:00:00,4270.48
2020-01-24 15:00:00,3685.05
2020-01-24 16:00:00,2894.0
2020-01-24 17:00:00,3561.0
2020-01-24 18:00:00,4741.0
2020-01-24 19:00:00,2665.0
2020-01-24 20:00:00,2377.0
2020-01-24 21:00:00,3024.0
2020-01-24 22:00:00,5011.0
2020-01-24 23:00:00,3437.0
2020-01-25 00:00:00,7222.0
2020-01-25 01:00:00,4060.0
2020-01-25 02:00:00,3167.0
2020-01-25 03:00:00,2821.0
2020-01-25 04:00:00,2132.0
2020-01-25 05:00:00,4805.0
2020-01-25 06:00:00,2264.82
2020-01-25 07:00:00,2811.25
2020-01-25 08:00:00,3110.29
2020-01-25 09:00:00,2715.7200000000003
2020-01-25 10:00:00,4520.76
2020-01-25 11:00:00,3769.37
2020-01-25 12:00:00,2286.88
2020-01-25 13:00:00,3951.09
2020-01-25 14:00:00,3739.42
2020-01-25 15:00:00,4193.02
2020-01-25 16:00:00,1955.0
2020-01-25 17:00:00,2665.0
2020-01-25 18:00:00,3270.0
2020-01-25 19:00:00,5844.0
2020-01-25 20:00:00,2482.0
2020-01-25 21:00:00,2522.0
2020-01-25 22:00:00,3809.0
2020-01-25 23:00:00,2919.0
2020-01-26 00:00:00,6987.0
2020-01-26 01:00:00,5409.0
2020-01-26 02:00:00,2403.0
2020-01-26 03:00:00,2824.0
2020-01-26 04:00:00,2389.0
2020-01-26 05:00:00,2419.0
2020-01-26 06:00:00,2170.27
2020-01-26 07:00:00,4165.95
2020-01-26 08:00:00,2589.5
2020-01-26 09:00:00,2341.58
2020-01-26 10:00:00,3903.58
2020-01-26 11:00:00,3302.64
2020-01-26 12:00:00,2370.44
2020-01-26 13:00:00,3545.24
2020-01-26 14:00:00,4017.16
2020-01-26 15:00:00,3969.0299999999997
2020-01-26 16:00:00,2036.0
2020-01-26 17:00:00,2502.0
2020-01-26 18:00:00,3031.0
2020-01-26 19:00:00,6155.0
2020-01-26 20:00:00,2206.0
2020-01-26 21:00:00,2079.0
2020-01-26 22:00:00,5627.0
2020-01-26 23:00:00,3749.0
2020-01-27 00:00:00,6531.0
2020-01-27 01:00:00,9667.0
2020-01-27 02:00:00,2917.0
2020-01-27 03:00:00,2133.0
2020-01-27 04:00:00,2760.0
2020-01-27 05:00:00,3159.0
2020-01-27 06:00:00,3203.81
2020-01-27 07:00:00,2740.78
2020-01-27 08:00:00,3962.3900000000003
2020-01-27 09:00:00,3944.37
2020-01-27 10:00:00,2993.6
2020-01-27 11:00:00,4721.39
2020-01-27 12:00:00,2072.1
2020-01-27 13:00:00,3381.06
2020-01-27 14:00:00,5504.6
2020-01-27 15:00:00,2724.99
2020-01-27 16:00:00,2286.0
2020-01-27 17:00:00,7267.0
2020-01-27 18:00:00,4727.0
2020-01-27 19:00:00,2077.0
2020-01-27 20:00:00,2687.0
2020-01-27 21:00:00,2868.0
2020-01-27 22:00:00,4197.0
2020-01-27 23:00:00,7973.0
2020-01-28 00:00:00,2730.0
2020-01-28 01:00:00,2295.0
2020-01-28 02:00:00,2723.0
2020-01-28 03:00:00,4408.0
2020-01-28 04:00:00,2134.0
2020-01-28 05:00:00,2444.0
2020-01-28 06:00:00,5085.98
2020-01-28 07:00:00,2666.9
2020-01-28 08:00:00,2828.11
2020-01-28 09:00:00,8662.119999999999
2020-01-28 10:00:00,6157.57
2020-01-28 11:00:00,2528.3199999999997
2020-01-28 12:00:00,4600.91
2020-01-28 13:00:00,6134.7
2020-01-28 14:00:00,3875.15
2020-01-28 15:00:00,4147.14
2020-01-28 16:00:00,3086.0
2020-01-28 17:00:00,3217.0
2020-01-28 18:00:00,4085.0
2020-01-28 19:00:00,3798.0
2020-01-28 20:00:00,3463.0
2020-01-28 21:00:00,3655.0
2020-01-28 22:00:00,5764.0
2020-01-28 23:00:00,5303.0
2020-01-29 00:00:00,3645.0
2020-01-29 01:00:00,3547.0
2020-01-29 02:00:00,4110.0
2020-01-29 03:00:00,4929.0
2020-01-29 04:00:00,4032.0
2020-01-29 05:00:00,3360.0
2020-01-29 06:00:00,4857.4
2020-01-29 07:00:00,5005.3
2020-01-29 08:00:00,3172.41
2020-01-29 09:00:00,2937.83
2020-01-29 10:00:00,3053.91
2020-01-29 11:00:00,5210.82
2020-01-29 12:00:00,3329.01
2020-01-29 13:00:00,4541.92
2020-01-29 14:00:00,4333.87
2020-01-29 15:00:00,5182.61
2020-01-29 16:00:00,3182.0
2020-01-29 17:00:00,3981.0
2020-01-29 18:00:00,4271.0
2020-01-29 19:00:00,4116.0
2020-01-29 20:00:00,3470.0
2020-01-29 21:00:00,4067.0
2020-01-29 22:00:00,4777.0
2020-01-29 23:00:00,5908.0
2020-01-30 00:00:00,4922.0
2020-01-30 01:00:00,3655.0
2020-01-30 02:00:00,3445.0
2020-01-30 03:00:00,4374.0
2020-01-30 04:00:00,5580.0
2020-01-30 05:00:00,4385.0
2020-01-30 06:00:00,6327.18
2020-01-30 07:00:00,5848.61
2020-01-30 08:00:00,3146.35
2020-01-30 09:00:00,2060.05
2020-01-30 10:00:00,1569.1799999999998
2020-01-30 11:00:00,2139.86
2020-01-30 12:00:00,4506.51
2020-01-30 13:00:00,2234.8
2020-01-30 14:00:00,1770.85
2020-01-30 15:00:00,1568.45
2020-01-30 16:00:00,2611.0
2020-01-30 17:00:00,1694.0
2020-01-30 18:00:00,3665.0
2020-01-30 19:00:00,3748.0
2020-01-30 20:00:00,5141.0
2020-01-30 21:00:00,3399.0
2020-01-30 22:00:00,6058.0
2020-01-30 23:00:00,5238.0
2020-01-31 00:00:00,8438.0
2020-01-31 01:00:00,10254.0
2020-01-31 02:00:00,6242.0
2020-01-31 03:00:00,3739.0
2020-01-31 04:00:00,3756.0
2020-01-31 05:00:00,3981.0
2020-01-31 06:00:00,4878.59
2020-01-31 07:00:00,3628.94
2020-01-31 08:00:00,4565.96
2020-01-31 09:00:00,3811.27
2020-01-31 10:00:00,1476.8600000000001
2020-01-31 11:00:00,3965.39
2020-01-31 12:00:00,3637.22
2020-01-31 13:00:00,3054.48
2020-01-31 14:00:00,3393.71
2020-01-31 15:00:00,5890.97
2020-01-31 16:00:00,1807.0
2020-01-31 17:00:00,3345.0
2020-01-31 18:00:00,3367.0
2020-01-31 19:00:00,3558.0
2020-01-31 20:00:00,2130.0
2020-01-31 21:00:00,4856.0
2020-01-31 22:00:00,5155.0
2020-01-31 23:00:00,3422.0
2020-02-01 00:00:00,3548.0
2020-02-01 01:00:00,3190.0
2020-02-01 02:00:00,4434.0
2020-02-01 03:00:00,5679.0
2020-02-01 04:00:00,3562.0
2020-02-01 05:00:00,3066.0
2020-02-01 06:00:00,2896.32
2020-02-01 07:00:00,4410.52
2020-02-01 08:00:00,3801.3599999999997
2020-02-01 09:00:00,2541.79
2020-02-01 10:00:00,3451.83
2020-02-01 11:00:00,3469.95
2020-02-01 12:00:00,1347.06
2020-02-01 13:00:00,3933.2
2020-02-01 14:00:00,3053.92
2020-02-01 15:00:00,1654.12
2020-02-01 16:00:00,1839.0
2020-02-01 17:00:00,7992.0
2020-02-01 18:00:00,9411.0
2020-02-01 19:00:00,7160.0
2020-02-01 20:00:00,2394.0
2020-02-01 21:00:00,4942.0
2020-02-01 22:00:00,3990.0
2020-02-01 23:00:00,3086.0
2020-02-02 00:00:00,3105.0
2020-02-02 01:00:00,2683.0
2020-02-02 02:00:00,2508.0
2020-02-02 03:00:00,2262.0
2020-02-02 04:00:00,2138.0
2020-02-02 05:00:00,2530.0
2020-02-02 06:00:00,3624.55
2020-02-02 07:00:00,3317.05
2020-02-02 08:00:00,6804.57
2020-02-02 09:00:00,3534.13
2020-02-02 10:00:00,3028.51
